# One-Hand Handjob / Resolution: 31 / Interval length: 13000ms 
0,10
667,65
1333,10
2000,65
2667,10
3333,65
4000,10
4667,65
5333,10
6000,65
6667,10
7333,65
8000,10
8667,65
9333,10
10000,65
10667,10
11333,65
13000,10
13635,65
14270,10
14905,65
15540,10
16175,65
16810,10
17444,65
18079,10
18714,65
19349,10
19984,65
20619,10
21254,65
21889,10
22524,65
23159,10
23794,65
24429,10
25063,65
26000,10
26606,65
27212,10
27818,65
28424,10
29030,65
29636,10
30242,65
30848,10
31455,65
32061,10
32667,65
33273,10
33879,65
34485,10
35091,65
35697,10
36303,65
36909,10
37515,65
39000,10
39580,65
40159,10
40739,65
41319,10
41899,65
42478,10
43058,65
43638,10
44217,65
44797,10
45377,65
45957,10
46536,65
47116,10
47696,65
48275,10
48855,65
49435,10
50014,65
50594,10
51174,65
52000,10
52556,65
53111,10
53667,65
54222,10
54778,65
55333,10
55889,65
56444,10
57000,65
57556,10
58111,65
58667,10
59222,65
59778,10
60333,65
60889,10
61444,65
62000,10
62556,65
63111,10
63667,65
65000,10
65533,65
66067,10
66600,65
67133,10
67667,65
68200,10
68733,65
69267,10
69800,65
70333,10
70867,65
71400,10
71933,65
72467,10
73000,65
73533,10
74067,65
74600,10
75133,65
75667,10
76200,65
76733,10
77267,65
78000,10
78513,65
79026,10
79538,65
80051,10
80564,65
81077,10
81590,65
82103,10
82615,65
83128,10
83641,65
84154,10
84667,65
85179,10
85692,65
86205,10
86718,65
87231,10
87744,65
88256,10
88769,65
89282,10
89795,65
91000,10
91494,65
91988,10
92481,65
92975,10
93469,65
93963,10
94457,65
94951,10
95444,65
95938,10
96432,65
96926,10
97420,65
97914,10
98407,65
98901,10
99395,65
99889,10
100383,65
100877,10
101370,65
101864,10
102358,65
102852,10
103346,65
104000,10
104476,65
104952,10
105429,65
105905,10
106381,65
106857,10
107333,65
107810,10
108286,65
108762,10
109238,65
109714,10
110190,65
110667,10
111143,65
111619,10
112095,65
112571,10
113048,65
113524,10
114000,65
114476,10
114952,65
115429,10
115905,65
117000,10
117460,65
117920,10
118379,65
118839,10
119299,65
119759,10
120218,65
120678,10
121138,65
121598,10
122057,65
122517,10
122977,65
123437,10
123897,65
124356,10
124816,65
125276,10
125736,65
126195,10
126655,65
127115,10
127575,65
128034,10
128494,65
128954,10
129414,65
130000,10
130444,65
130889,10
131333,65
131778,10
132222,65
132667,10
133111,65
133556,10
134000,65
134444,10
134889,65
135333,10
135778,65
136222,10
136667,65
137111,10
137556,65
138000,10
138444,65
138889,10
139333,65
139778,10
140222,65
140667,10
141111,65
141556,10
142000,65
143000,10
143430,65
143860,10
144290,65
144720,10
145151,65
145581,10
146011,65
146441,10
146871,65
147301,10
147731,65
148161,10
148591,65
149022,10
149452,65
149882,10
150312,65
150742,10
151172,65
151602,10
152032,65
152462,10
152892,65
153323,10
153753,65
154183,10
154613,65
155043,10
155473,65
156000,10
156417,65
156833,10
157250,65
157667,10
158083,65
158500,10
158917,65
159333,10
159750,65
160167,10
160583,65
161000,10
161417,65
161833,10
162250,65
162667,10
163083,65
163500,10
163917,65
164333,10
164750,65
165167,10
165583,65
166000,10
166417,65
166833,10
167250,65
167667,10
168083,65
169000,10
169404,65
169808,10
170212,65
170616,10
171020,65
171424,10
171828,65
172232,10
172636,65
173040,10
173444,65
173848,10
174253,65
174657,10
175061,65
175465,10
175869,65
176273,10
176677,65
177081,10
177485,65
177889,10
178293,65
178697,10
179101,65
179505,10
179909,65
180313,10
180717,65
181121,10
181525,65
182000,10
182392,65
182784,10
183176,65
183569,10
183961,65
184353,10
184745,65
185137,10
185529,65
185922,10
186314,65
186706,10
187098,65
187490,10
187882,65
188275,10
188667,65
189059,10
189451,65
189843,10
190235,65
190627,10
191020,65
191412,10
191804,65
192196,10
192588,65
192980,10
193373,65
193765,10
194157,65
195000,10
195381,65
195762,10
196143,65
196524,10
196905,65
197286,10
197667,65
198048,10
198429,65
198810,10
199190,65
199571,10
199952,65
200333,10
200714,65
201095,10
201476,65
201857,10
202238,65
202619,10
203000,65
203381,10
203762,65
204143,10
204524,65
204905,10
205286,65
205667,10
206048,65
206429,10
206810,65
207190,10
207571,65
208000,10
208370,65
208741,10
209111,65
209481,10
209852,65
210222,10
210593,65
210963,10
211333,65
211704,10
212074,65
212444,10
212815,65
213185,10
213556,65
213926,10
214296,65
214667,10
215037,65
215407,10
215778,65
216148,10
216519,65
216889,10
217259,65
217630,10
218000,65
218370,10
218741,65
219111,10
219481,65
219852,10
220222,65
221000,10
221360,65
221721,10
222081,65
222441,10
222802,65
223162,10
223523,65
223883,10
224243,65
224604,10
224964,65
225324,10
225685,65
226045,10
226405,65
226766,10
227126,65
227486,10
227847,65
228207,10
228568,65
228928,10
229288,65
229649,10
230009,65
230369,10
230730,65
231090,10
231450,65
231811,10
232171,65
232532,10
232892,65
233252,10
233613,65
234000,10
234351,65
234702,10
235053,65
235404,10
235754,65
236105,10
236456,65
236807,10
237158,65
237509,10
237860,65
238211,10
238561,65
238912,10
239263,65
239614,10
239965,65
240316,10
240667,65
241018,10
241368,65
241719,10
242070,65
242421,10
242772,65
243123,10
243474,65
243825,10
244175,65
244526,10
244877,65
245228,10
245579,65
245930,10
246281,65
247000,10
247342,65
247684,10
248026,65
248368,10
248709,65
249051,10
249393,65
249735,10
250077,65
250419,10
250761,65
251103,10
251444,65
251786,10
252128,65
252470,10
252812,65
253154,10
253496,65
253838,10
254179,65
254521,10
254863,65
255205,10
255547,65
255889,10
256231,65
256573,10
256915,65
257256,10
257598,65
257940,10
258282,65
258624,10
258966,65
259308,10
259650,65
260000,10
260333,65
260667,10
261000,65
261333,10
261667,65
262000,10
262333,65
262667,10
263000,65
263333,10
263667,65
264000,10
264333,65
264667,10
265000,65
265333,10
265667,65
266000,10
266333,65
266667,10
267000,65
267333,10
267667,65
268000,10
268333,65
268667,10
269000,65
269333,10
269667,65
270000,10
270333,65
270667,10
271000,65
271333,10
271667,65
272000,10
272333,65
273000,10
273325,65
273650,10
273976,65
274301,10
274626,65
274951,10
275276,65
275602,10
275927,65
276252,10
276577,65
276902,10
277228,65
277553,10
277878,65
278203,10
278528,65
278854,10
279179,65
279504,10
279829,65
280154,10
280480,65
280805,10
281130,65
281455,10
281780,65
282106,10
282431,65
282756,10
283081,65
283407,10
283732,65
284057,10
284382,65
284707,10
285033,65
286000,10
286317,65
286635,10
286952,65
287270,10
287587,65
287905,10
288222,65
288540,10
288857,65
289175,10
289492,65
289810,10
290127,65
290444,10
290762,65
291079,10
291397,65
291714,10
292032,65
292349,10
292667,65
292984,10
293302,65
293619,10
293937,65
294254,10
294571,65
