# Two-Hand Handjob / Resolution: 31 / Interval length: 13000ms 
0,30
500,80
1333,30
1833,80
2667,30
3167,80
4000,30
4500,80
5333,30
5833,80
6667,30
7167,80
8000,30
8500,80
9333,30
9833,80
10667,30
11167,80
13000,30
13476,80
14270,30
14746,80
15540,30
16016,80
16810,30
17286,80
18079,30
18556,80
19349,30
19825,80
20619,30
21095,80
21889,30
22365,80
23159,30
23635,80
24429,30
24905,80
26000,30
26455,80
27212,30
27667,80
28424,30
28879,80
29636,30
30091,80
30848,30
31303,80
32061,30
32515,80
33273,30
33727,80
34485,30
34939,80
35697,30
36152,80
36909,30
37364,80
39000,30
39435,80
40159,30
40594,80
41319,30
41754,80
42478,30
42913,80
43638,30
44072,80
44797,30
45232,80
45957,30
46391,80
47116,30
47551,80
48275,30
48710,80
49435,30
49870,80
50594,30
51029,80
52000,30
52417,80
53111,30
53528,80
54222,30
54639,80
55333,30
55750,80
56444,30
56861,80
57556,30
57972,80
58667,30
59083,80
59778,30
60194,80
60889,30
61306,80
62000,30
62417,80
63111,30
63528,80
65000,30
65400,80
66067,30
66467,80
67133,30
67533,80
68200,30
68600,80
69267,30
69667,80
70333,30
70733,80
71400,30
71800,80
72467,30
72867,80
73533,30
73933,80
74600,30
75000,80
75667,30
76067,80
76733,30
77133,80
78000,30
78385,80
79026,30
79410,80
80051,30
80436,80
81077,30
81462,80
82103,30
82487,80
83128,30
83513,80
84154,30
84538,80
85179,30
85564,80
86205,30
86590,80
87231,30
87615,80
88256,30
88641,80
89282,30
89667,80
91000,30
91370,80
91988,30
92358,80
92975,30
93346,80
93963,30
94333,80
94951,30
95321,80
95938,30
96309,80
96926,30
97296,80
97914,30
98284,80
98901,30
99272,80
99889,30
100259,80
100877,30
101247,80
101864,30
102235,80
102852,30
103222,80
104000,30
104357,80
104952,30
105310,80
105905,30
106262,80
106857,30
107214,80
107810,30
108167,80
108762,30
109119,80
109714,30
110071,80
110667,30
111024,80
111619,30
111976,80
112571,30
112929,80
113524,30
113881,80
114476,30
114833,80
115429,30
115786,80
117000,30
117345,80
117920,30
118264,80
118839,30
119184,80
119759,30
120103,80
120678,30
121023,80
121598,30
121943,80
122517,30
122862,80
123437,30
123782,80
124356,30
124701,80
125276,30
125621,80
126195,30
126540,80
127115,30
127460,80
128034,30
128379,80
128954,30
129299,80
130000,30
130333,80
130889,30
131222,80
131778,30
132111,80
132667,30
133000,80
133556,30
133889,80
134444,30
134778,80
135333,30
135667,80
136222,30
136556,80
137111,30
137444,80
138000,30
138333,80
138889,30
139222,80
139778,30
140111,80
140667,30
141000,80
141556,30
141889,80
143000,30
143323,80
143860,30
144183,80
144720,30
145043,80
145581,30
145903,80
146441,30
146763,80
147301,30
147624,80
148161,30
148484,80
149022,30
149344,80
149882,30
150204,80
150742,30
151065,80
151602,30
151925,80
152462,30
152785,80
153323,30
153645,80
154183,30
154505,80
155043,30
155366,80
156000,30
156313,80
156833,30
157146,80
157667,30
157979,80
158500,30
158813,80
159333,30
159646,80
160167,30
160479,80
161000,30
161313,80
161833,30
162146,80
162667,30
162979,80
163500,30
163813,80
164333,30
164646,80
165167,30
165479,80
166000,30
166313,80
166833,30
167146,80
167667,30
167979,80
169000,30
169303,80
169808,30
170111,80
170616,30
170919,80
171424,30
171727,80
172232,30
172535,80
173040,30
173343,80
173848,30
174152,80
174657,30
174960,80
175465,30
175768,80
176273,30
176576,80
177081,30
177384,80
177889,30
178192,80
178697,30
179000,80
179505,30
179808,80
180313,30
180616,80
181121,30
181424,80
182000,30
182294,80
182784,30
183078,80
183569,30
183863,80
184353,30
184647,80
185137,30
185431,80
185922,30
186216,80
186706,30
187000,80
187490,30
187784,80
188275,30
188569,80
189059,30
189353,80
189843,30
190137,80
190627,30
190922,80
191412,30
191706,80
192196,30
192490,80
192980,30
193275,80
193765,30
194059,80
195000,30
195286,80
195762,30
196048,80
196524,30
196810,80
197286,30
197571,80
198048,30
198333,80
198810,30
199095,80
199571,30
199857,80
200333,30
200619,80
201095,30
201381,80
201857,30
202143,80
202619,30
202905,80
203381,30
203667,80
204143,30
204429,80
204905,30
205190,80
205667,30
205952,80
206429,30
206714,80
207190,30
207476,80
208000,30
208278,80
208741,30
209019,80
209481,30
209759,80
210222,30
210500,80
210963,30
211241,80
211704,30
211981,80
212444,30
212722,80
213185,30
213463,80
213926,30
214204,80
214667,30
214944,80
215407,30
215685,80
216148,30
216426,80
216889,30
217167,80
217630,30
217907,80
218370,30
218648,80
219111,30
219389,80
219852,30
220130,80
221000,30
221270,80
221721,30
221991,80
222441,30
222712,80
223162,30
223432,80
223883,30
224153,80
224604,30
224874,80
225324,30
225595,80
226045,30
226315,80
226766,30
227036,80
227486,30
227757,80
228207,30
228477,80
228928,30
229198,80
229649,30
229919,80
230369,30
230640,80
231090,30
231360,80
231811,30
232081,80
232532,30
232802,80
233252,30
233523,80
234000,30
234263,80
234702,30
234965,80
235404,30
235667,80
236105,30
236368,80
236807,30
237070,80
237509,30
237772,80
238211,30
238474,80
238912,30
239175,80
239614,30
239877,80
240316,30
240579,80
241018,30
241281,80
241719,30
241982,80
242421,30
242684,80
243123,30
243386,80
243825,30
244088,80
244526,30
244789,80
245228,30
245491,80
245930,30
246193,80
247000,30
247256,80
247684,30
247940,80
248368,30
248624,80
249051,30
249308,80
249735,30
249991,80
250419,30
250675,80
251103,30
251359,80
251786,30
252043,80
252470,30
252726,80
253154,30
253410,80
253838,30
254094,80
254521,30
254778,80
255205,30
255462,80
255889,30
256145,80
256573,30
256829,80
257256,30
257513,80
257940,30
258197,80
258624,30
258880,80
259308,30
259564,80
260000,30
260250,80
260667,30
260917,80
261333,30
261583,80
262000,30
262250,80
262667,30
262917,80
263333,30
263583,80
264000,30
264250,80
264667,30
264917,80
265333,30
265583,80
266000,30
266250,80
266667,30
266917,80
267333,30
267583,80
268000,30
268250,80
268667,30
268917,80
269333,30
269583,80
270000,30
270250,80
270667,30
270917,80
271333,30
271583,80
272000,30
272250,80
273000,30
273244,80
273650,30
273894,80
274301,30
274545,80
274951,30
275195,80
275602,30
275846,80
276252,30
276496,80
276902,30
277146,80
277553,30
277797,80
278203,30
278447,80
278854,30
279098,80
279504,30
279748,80
280154,30
280398,80
280805,30
281049,80
281455,30
281699,80
282106,30
282350,80
282756,30
283000,80
283407,30
283650,80
284057,30
284301,80
284707,30
284951,80
286000,30
286238,80
286635,30
286873,80
287270,30
287508,80
287905,30
288143,80
288540,30
288778,80
289175,30
289413,80
289810,30
290048,80
290444,30
290683,80
291079,30
291317,80
291714,30
291952,80
292349,30
292587,80
292984,30
293222,80
293619,30
293857,80
294254,30
294492,80
294889,30
295127,80
295524,30
295762,80
296159,30
296397,80
296794,30
297032,80
297429,30
297667,80
298063,30
298302,80
299000,30
299233,80
299620,30
299853,80
300240,30
300473,80
300860,30
301093,80
301481,30
301713,80
302101,30
302333,80
302721,30
302953,80
303341,30
303574,80
303961,30
304194,80
304581,30
304814,80
305202,30
305434,80
305822,30
306054,80
306442,30
306674,80
307062,30
307295,80
307682,30
307915,80
308302,30
308535,80
308922,30
309155,80
309543,30
309775,80
310163,30
310395,80
310783,30
311016,80
312000,30
312227,80
312606,30
312833,80
313212,30
313439,80
313818,30
314045,80
314424,30
314652,80
315030,30
315258,80
315636,30
315864,80
316242,30
316470,80
316848,30
317076,80
317455,30
317682,80
318061,30
318288,80
318667,30
318894,80
319273,30
319500,80
319879,30
320106,80
320485,30
320712,80
321091,30
321318,80
321697,30
321924,80
322303,30
322530,80
322909,30
323136,80
323515,30
323742,80
324121,30
324348,80
325000,30
325222,80
325593,30
325815,80
326185,30
326407,80
326778,30
